pn_lot,post_num,is_winner,fz
0373200081221000006_,552175,0,44fz
0373200041121000981_,552175,0,44fz
0373200081221000852_,552175,0,44fz
0373200032221000273_,552175,0,44fz
0373200032221000271_,552175,0,44fz
0836400001021000022_,552175,0,44fz
0373200594921000004_,552175,0,44fz
0373200610921000032_,552175,0,44fz
0373200610921000039_,552175,0,44fz
0373200613021000022_,552175,0,44fz
0373200613021000025_,552175,0,44fz
0373200041121001206_,552175,0,44fz
0836600003321000176_,552175,0,44fz
0836600003321000179_,552175,0,44fz
0373200647521000008_,552175,0,44fz
0373200041121000376_,552175,0,44fz
0373200012321000290_,552175,0,44fz
0820300018421000006_,552175,0,44fz
0818600005721000049_,552175,0,44fz
0373200014221000139_,552175,0,44fz
0363100004421000028_,552175,0,44fz
0873200001721000338_,552175,0,44fz
0373200068621000071_,552175,0,44fz
0369100013321000100_,552175,0,44fz
32211746976_1,570082,1,223fz
32211924929_1,570082,1,223fz
0372200055322000022_,68945,1,44fz
0373200068623000565_,68945,1,44fz
0318300137622000003_,68945,1,44fz
0163200000323007405_,68945,1,44fz
0301300335622000280_,68945,1,44fz
0328200001722000243_,68945,1,44fz
0301300264023000243_,68945,1,44fz
0301300275422000270_,68945,1,44fz
0301300021422000066_,68945,1,44fz
0360200008922000045_,68945,1,44fz
0318300169222000122_,68945,1,44fz
0864500000223001035_,68945,1,44fz
0301300164922000037_,68945,1,44fz
0373200228923000028_,68945,1,44fz
0301200035123000041_,68945,1,44fz
0356300122822000079_,68945,1,44fz
0340100003923000059_,68945,1,44fz
0369100004722000461_,68945,1,44fz
0371500001123000157_,68945,1,44fz
0348100009522000099_,68945,1,44fz
0322300061423000183_,68945,1,44fz
0346300089323000014_,68945,1,44fz
0387200009122001404_,68945,1,44fz
0373200068623000533_,68945,1,44fz
0744200000223005035_,68945,1,44fz
0373100068323000451_,68945,1,44fz
0318200063423000063_,68945,1,44fz
0744200000222007469_,68945,1,44fz
0387200030523000372_,68945,1,44fz
0360300129122000102_,68945,1,44fz
0358300079422000399_,68945,1,44fz
0334300148323000014_,68945,1,44fz
0163200000323000283_,68945,1,44fz
0329100015622000159_,68945,1,44fz
0864500000223002580_,68945,1,44fz
0328300125823000348_,68945,1,44fz
0322200030322000144_,68945,1,44fz
0190200000323005601_,68945,1,44fz
32211604954_1,68945,1,223fz
0373100119123000118_,68945,1,44fz
0301300380023000264_,68945,1,44fz
0163200000322007010_,68945,1,44fz
32312126571_1,68945,1,223fz
0322300061422000464_,68945,1,44fz
0373200022222001191_,68945,1,44fz
0328200025023000038_,68945,1,44fz
0309100005122000042_,68945,1,44fz
0320400000422000133_,68945,1,44fz
32211747253_1,68945,1,223fz
0301300003723000031_,68945,1,44fz
0158100019721000022_,570082,0,44fz
0158100019721000112_,570082,0,44fz
0573100002521000963_,570082,0,44fz
32110206155_1,570082,0,223fz
0358100000621000102_,570082,0,44fz
0358300178921000129_,570082,0,44fz
0358300395221000048_,570082,0,44fz
0358300395221000047_,570082,0,44fz
0321400003321000059_,570082,0,44fz
0358300409221000069_,570082,0,44fz
0358300409221000068_,570082,0,44fz
0358300322921000100_,570082,0,44fz
0358300284421000070_,570082,0,44fz
0163200000321002136_,957167,0,44fz
0163200000321005339_,957167,0,44fz
0373200017521000879_,957167,0,44fz
0373200068621000155_,957167,0,44fz
0373200011421000971_,957167,0,44fz
0373200086721000163_,957167,0,44fz
0373200017521001903_,957167,0,44fz
0373200032221001517_,957167,0,44fz
0373200086721001233_,957167,0,44fz
0373200017321000696_,957167,0,44fz
0373200017321000678_,957167,0,44fz
0373200017521001611_,957167,0,44fz
0373200086721000799_,957167,0,44fz
0373200081221001113_,957167,0,44fz
0373200082121000838_,957167,0,44fz
0373200018821000374_,957167,0,44fz
0373200018821000838_,957167,0,44fz
0873500000821006126_,957167,0,44fz
0373200014221001527_,957167,0,44fz
0373200086721001285_,957167,0,44fz
0373200041121000665_,957167,0,44fz
0373200086721001260_,957167,0,44fz
0373200006221001632_,957167,0,44fz
0373200032221001515_,957167,0,44fz
0573500000121000502_,957167,0,44fz
0373200032221001521_,957167,0,44fz
0373200017521000990_,957167,0,44fz
0373200017321000679_,957167,0,44fz
0373200032221001518_,957167,0,44fz
0373200086721001286_,957167,0,44fz
0373200018821000215_,957167,0,44fz
0744200000221006531_,957167,0,44fz
0373200032221001519_,957167,0,44fz
0373200032221001516_,957167,0,44fz
0373200232521000011_,957167,0,44fz
0373200086721001287_,957167,0,44fz
0373200086721001432_,957167,0,44fz
0373200018821000318_,957167,0,44fz
0373200086721001263_,957167,0,44fz
0366200035621000479_,957167,0,44fz
0373200006621000150_,957167,0,44fz
0373200032221001520_,957167,0,44fz
0373200086721001270_,957167,0,44fz
0373200086721001261_,957167,0,44fz
0373200082121000565_,957167,0,44fz
0318300119421001453_,957167,0,44fz
0373200653621000035_,957167,0,44fz
0373200086721001476_,957167,0,44fz
0373200032221000432_,957167,0,44fz
0373200014221001218_,957167,0,44fz
0173200024421000063_,957167,0,44fz
0373200017321000694_,957167,0,44fz
0356200000121000059_,957167,0,44fz
0373200014221000865_,957167,0,44fz
0373200014221000680_,957167,0,44fz
0373200307321000079_,957167,0,44fz
0373100029521000243_,957167,0,44fz
0373200018821000606_,957167,0,44fz
0373200006221001115_,957167,0,44fz
0373200041121000277_,957167,0,44fz
0373200017521001859_,957167,0,44fz
0373200006621000226_,957167,0,44fz
0373200081221000359_,957167,0,44fz
0373200018821000156_,957167,0,44fz
0373200032221001467_,957167,0,44fz
0373200014221000361_,957167,0,44fz
0373200041121001424_,957167,0,44fz
0373200032221001464_,957167,0,44fz
0373200081221001069_,957167,0,44fz
0342100015223000016_,587386,1,44fz
0371500000723000202_,587386,1,44fz
0321300044622000006_,587386,1,44fz
0325200023523000061_,587386,1,44fz
0360100026223000166_,587386,1,44fz
0860300006323000018_,587386,1,44fz
0116100001623000043_,587386,1,44fz
0132300007522001472_,587386,1,44fz
0373200068622000250_,587386,1,44fz
32211764409_1,587386,1,223fz
0352100002923000005_,587386,1,44fz
0318200028123000969_,587386,1,44fz
0874100000123000137_,587386,1,44fz
0319100008123000056_,587386,1,44fz
0127300013123000426_,587386,1,44fz
0132600008322000296_,587386,1,44fz
0332600006322000002_,587386,1,44fz
0301300024822000043_,587386,1,44fz
0342300000823000024_,587386,1,44fz
0136100003523000115_,587386,1,44fz
0301100051522000066_,587386,1,44fz
0353100006023000057_,587386,1,44fz
0167200003422002155_,587386,1,44fz
0342200026722000086_,587386,1,44fz
32312214727_1,587386,1,223fz
0301300005723000221_,587386,1,44fz
0342100008922000056_,587386,1,44fz
0321100007623000028_,587386,1,44fz
0318300119423000340_,587386,1,44fz
0151100007222000018_,587386,1,44fz
0359100005423000025_,587386,1,44fz
0875100006823000019_,587386,1,44fz
0342200038223000039_,587386,1,44fz
32110572657_1,68945,1,223fz
32110687788_1,68945,1,223fz
0352100002821000021_,68945,1,44fz
0321200008521000510_,68945,1,44fz
0338200008521000075_,68945,1,44fz
0325100003921000080_,68945,1,44fz
0336100018321000039_,68945,1,44fz
0315200014321000024_,68945,1,44fz
0318300538021000186_,68945,1,44fz
0315200023021000033_,68945,1,44fz
0318200063421000010_,68945,1,44fz
0828100000721000039_,68945,1,44fz
0373200008121000030_,68945,1,44fz
0387200013021000046_,68945,1,44fz
0373200215521000113_,68945,1,44fz
0369100018721000050_,68945,1,44fz
0372200263421000683_,68945,1,44fz
0373200203121000018_,68945,1,44fz
0373200052421000014_,68945,1,44fz
0369100047221000006_,68945,1,44fz
0128200000121004437_,68945,1,44fz
0301300252321000005_,68945,1,44fz
0343200025921000502_,815623,1,44fz
0843100000221000096_,815623,1,44fz
0342200038221000010_,587386,0,44fz
0342200038221000008_,587386,0,44fz
32110501576_1,587386,0,223fz
0127300013121000588_,587386,0,44fz
0172100010121000101_,587386,0,44fz
32110595421_1,587386,0,223fz
32110106131_1,587386,0,223fz
32110354091_1,587386,0,223fz
0387200017721000213_,587386,0,44fz
0324100004421000088_,587386,0,44fz
0301200046621000084_,587386,0,44fz
0334100000121000020_,587386,0,44fz
0340100011021000103_,587386,0,44fz
32110062882_1,587386,0,223fz
0359100005421000009_,587386,0,44fz
0301300024821000028_,587386,0,44fz
0319100010521000072_,587386,0,44fz
0373200017321000031_,587386,0,44fz
0329100002921000002_,587386,0,44fz
0328100001321000047_,587386,0,44fz
0328200017821000055_,587386,0,44fz
0325200023521000233_,587386,0,44fz
0352100000921000007_,587386,0,44fz
0360200040721000022_,587386,0,44fz
0334100020521000062_,587386,0,44fz
0325100003921000026_,587386,0,44fz
0327100005121000023_,587386,0,44fz
0319100022521000062_,587386,0,44fz
0319100006021000087_,587386,0,44fz
0348100075121000016_,587386,0,44fz
0346300000221000142_,587386,0,44fz
0318300126721000280_,587386,0,44fz
0360500000721000052_,587386,0,44fz
0358100000621000077_,587386,0,44fz
0332600001921000002_,587386,0,44fz
0348100057421000011_,587386,0,44fz
0359100003721000066_,587386,0,44fz
0342100026921000020_,587386,0,44fz
0340100015321000054_,587386,0,44fz
0321100017021000031_,587386,0,44fz
0873400003521000091_,587386,0,44fz
0368200013621000070_,587386,0,44fz
0801200000821000053_,587386,0,44fz
0801500000921000050_,587386,0,44fz
0864500000221004602_,587386,0,44fz
0801500000221000024_,587386,0,44fz
0860200000821005378_,587386,0,44fz
0864500000221003291_,587386,0,44fz
0372200047121000103_,587386,0,44fz
0372200092521000012_,587386,0,44fz
0369100018721000043_,587386,0,44fz
0573100002521000898_,587386,0,44fz
0860200000821005021_,587386,0,44fz
0864500000221003979_,587386,0,44fz
0363100007421000046_,587386,0,44fz
0864500000221001525_,587386,0,44fz
0367100002021000034_,587386,0,44fz
0373100079121000079_,587386,0,44fz
0369100026521000006_,587386,0,44fz
0367100002021000011_,587386,0,44fz
0131100006621000097_,587386,0,44fz
0160300003621000388_,587386,0,44fz
0163100007121000012_,587386,0,44fz
0163300029421000685_,587386,0,44fz
0101200009821000002_,587386,0,44fz
0132300007521001031_,587386,0,44fz
0165300009021000385_,587386,0,44fz
0145200000421000992_,587386,0,44fz
0163300029421001356_,587386,0,44fz
0162300005321001703_,587386,0,44fz
0180300000221000256_,587386,0,44fz
0171100003621000097_,587386,0,44fz
0162400001221000048_,587386,0,44fz
0118300013321000173_,587386,0,44fz
0109100007021000031_,587386,0,44fz
0301300380021000614_,587386,0,44fz
0301300037821000574_,587386,0,44fz
0142300001221000623_,587386,0,44fz
0144100000221000018_,587386,0,44fz
0169300003321000183_,587386,0,44fz
0169300003321000195_,587386,0,44fz
0201200000121000120_,587386,0,44fz
0172100010121000046_,587386,0,44fz
0172100010121000074_,587386,0,44fz
0132600008321000397_,587386,0,44fz
0163200000321008103_,587386,0,44fz
0178100001821000020_,587386,0,44fz
ROSSETI25042300030_1,609407,1,com
ROSSETI25042300028_1,609407,1,com
ROSSETI25042300029_1,609407,1,com
ROSSETI25042300032_1,609407,1,com
ROSSETI25042300027_1,609407,1,com
32312355589_1,609407,1,223fz
32313075526_1,609407,1,223fz
32312873111_1,609407,1,223fz
0860200000822007947_,614247,1,44fz
0860200000823004541_,614247,1,44fz
32312998888_1,614247,1,223fz
0860200000822004005_,614247,1,44fz
ATOM18042200222_1,614247,1,atom
0773100000321000084_,865318,1,44fz
0773100000321000083_,865318,1,44fz
0773100000321000080_,865318,1,44fz
0773100000321000085_,865318,1,44fz
0773100000321000086_,865318,1,44fz
0773100000321000043_,865318,1,44fz
0773100000321000074_,865318,1,44fz
0773100000321000035_,865318,1,44fz
0773100000321000075_,865318,1,44fz
32312478118_1,624680,1,223fz
32312350692_1,624680,1,223fz
32110305188_1,609407,0,223fz
32110307708_1,609407,0,223fz
32110461458_1,609407,0,223fz
32110361940_1,609407,0,223fz
32110250223_1,609407,0,223fz
32110020162_1,609407,0,223fz
32110844866_1,609407,0,223fz
32110170400_1,609407,0,223fz
32110488337_1,609407,0,223fz
32110274750_1,609407,0,223fz
32110311334_1,609407,0,223fz
0119100009921000037_,177495,0,44fz
0319100004921000496_,177495,0,44fz
0319100009621000024_,177495,0,44fz
0519100001421000175_,177495,0,44fz
0519100001421000115_,177495,0,44fz
0380100006121000089_,177495,0,44fz
0380100005021000014_,177495,0,44fz
0519100001421000126_,177495,0,44fz
0519100001421000159_,177495,0,44fz
0519100001421000179_,177495,0,44fz
0519100001421000018_,177495,0,44fz
0519100001421000162_,177495,0,44fz
32110264319_1,177495,0,223fz
32110133844_1,177495,0,223fz
32110273371_1,177495,0,223fz
32110029955_1,177495,0,223fz
0319100014221000027_,177495,0,44fz
32109877652_1,177495,0,223fz
32110804095_1,177495,0,223fz
32110069329_1,177495,0,223fz
32109882329_1,177495,0,223fz
32110133859_1,177495,0,223fz
32110090071_1,177495,0,223fz
32110117279_1,177495,0,223fz
0573100002521000005_,614247,0,44fz
32110634055_1,614247,0,223fz
0160400000321000029_,614247,0,44fz
32110425125_1,614247,0,223fz
0360200048521000001_,614247,0,44fz
32110422181_1,614247,0,223fz
0321200046821000003_,614247,0,44fz
32110625447_1,614247,0,223fz
32110551173_1,851057,1,223fz
0373200060121000170_,851057,1,44fz
0815200000121000571_,851057,1,44fz
0373200060121000107_,851057,1,44fz
0373100020821000204_,851057,1,44fz
0373200011421000248_,851057,1,44fz
0373200154221000054_,851057,1,44fz
0372100029921000435_,851057,1,44fz
0373200178121000104_,851057,1,44fz
0373200056421000219_,851057,1,44fz
0744200000221001426_,851057,1,44fz
0373100031921000088_,851057,1,44fz
0373100020821000323_,851057,1,44fz
0372100030621000559_,851057,1,44fz
0373200154221000041_,851057,1,44fz
0373200244021000269_,851057,1,44fz
0373100020821000100_,851057,1,44fz
0373100031921000077_,851057,1,44fz
32110748951_1,851057,1,223fz
32110862035_1,851057,1,223fz
32110320307_1,851057,1,223fz
32110626543_1,851057,1,223fz
0161300000122000975_,650029,1,44fz
0371100006122000111_,650029,1,44fz
0357100002922000060_,650029,1,44fz
0327100002423000038_,650029,1,44fz
0349100002722000094_,650029,1,44fz
0127200000223001806_,650029,1,44fz
0322300001722000476_,650029,1,44fz
0387100008623000035_,650029,1,44fz
0573500000123000279_,650029,1,44fz
0328100012222000050_,650029,1,44fz
0340100004622000074_,650029,1,44fz
0834400000522000040_,650029,1,44fz
0373200018823001424_,660767,1,44fz
0373200032223000151_,660767,1,44fz
0373200032223000178_,660767,1,44fz
0373200018823001362_,660767,1,44fz
0373200018823000115_,660767,1,44fz
0373200018823001425_,660767,1,44fz
0136300015122000061_,664508,1,44fz
0136300015122000062_,664508,1,44fz
0136300015122000063_,664508,1,44fz
0136300015122000039_,664508,1,44fz
0136300015122000065_,664508,1,44fz
0136300015122000066_,664508,1,44fz
0136300015122000040_,664508,1,44fz
0136300015122000025_,664508,1,44fz
0136300015122000064_,664508,1,44fz
0136300015122000024_,664508,1,44fz
0136300015122000054_,664508,1,44fz
0136300015122000036_,664508,1,44fz
0136300015122000052_,664508,1,44fz
0136300015122000053_,664508,1,44fz
0136300015122000068_,664508,1,44fz
0136300015122000067_,664508,1,44fz
0136300015122000056_,664508,1,44fz
0136300015122000055_,664508,1,44fz
0136300015122000059_,664508,1,44fz
0136300015122000060_,664508,1,44fz
0301200046621000113_,552175,1,44fz
0118300013321000267_,552175,1,44fz
0161300000121000161_,552175,1,44fz
0301200077621000074_,552175,1,44fz
0187300006521000508_,552175,1,44fz
0156300046621000017_,552175,1,44fz
0142300001221000102_,552175,1,44fz
0167200003421008401_,552175,1,44fz
0121300028921000061_,552175,1,44fz
0142300001221000440_,552175,1,44fz
0163200000321004947_,552175,1,44fz
0324100010421000103_,552175,1,44fz
0335100009921000033_,552175,1,44fz
0333100001621000120_,552175,1,44fz
0339100014521000017_,552175,1,44fz
0327100004521000018_,552175,1,44fz
0348100043721000046_,552175,1,44fz
0324100010521000017_,552175,1,44fz
0334100000121000140_,552175,1,44fz
0318300065121000134_,552175,1,44fz
0362100002221000034_,552175,1,44fz
0335300000221000186_,552175,1,44fz
0336100002921000089_,552175,1,44fz
0335600001121000013_,552175,1,44fz
0373100104321000041_,552175,1,44fz
0373200018821000220_,552175,1,44fz
0372200121221000025_,552175,1,44fz
0373200041121000982_,552175,1,44fz
0373200554621000083_,552175,1,44fz
0848300037421000076_,552175,1,44fz
0373200622721000012_,552175,1,44fz
0373200644421000022_,552175,1,44fz
0373200647521000006_,552175,1,44fz
0373200647521000013_,552175,1,44fz
0373200014221001646_,552175,1,44fz
1056500000121000001_,552175,1,44fz
0369100013321000090_,552175,1,44fz
0336100003721000017_,906623,1,44fz
0372200277821000024_,906623,1,44fz
32312239270_1,177495,1,223fz
0348100075222000095_,177495,1,44fz
0348100075222000140_,177495,1,44fz
0348100075222000143_,177495,1,44fz
0319100014222000064_,177495,1,44fz
32211922854_1,177495,1,223fz
0348100075222000282_,177495,1,44fz
32313011419_1,177495,1,223fz
0380200000123004457_,177495,1,44fz
0319100014223000050_,177495,1,44fz
0119100009923000079_,177495,1,44fz
0319100014223000060_,177495,1,44fz
32211347553_1,177495,1,223fz
0319100014223000063_,177495,1,44fz
0119100009923000072_,177495,1,44fz
0319100014223000067_,177495,1,44fz
0119100009923000070_,177495,1,44fz
0319200066223000109_,177495,1,44fz
COM27012100008_1,177495,1,com
32312843001_1,177495,1,223fz
0119300006222000294_,177495,1,44fz
0119100009923000064_,177495,1,44fz
32211864985_1,177495,1,223fz
32211370292_1,177495,1,223fz
0348100075222000088_,177495,1,44fz
0173200024421000052_,957167,1,44fz
0373200086721001276_,957167,1,44fz
0373200613021000022_,957167,1,44fz
0373200041121001275_,957167,1,44fz
0573500000121000461_,957167,1,44fz
0373200086721001292_,957167,1,44fz
0373200557921000828_,957167,1,44fz
0373200017521000351_,957167,1,44fz
0373200086721000254_,957167,1,44fz
0373200017321000687_,957167,1,44fz
0373200086721001290_,957167,1,44fz
0873500000821005235_,957167,1,44fz
0373200626821000018_,957167,1,44fz
0373200032221001668_,957167,1,44fz
0373200017321000686_,957167,1,44fz
0373200307321000050_,957167,1,44fz
0873500000821005211_,957167,1,44fz
0373200086721001327_,957167,1,44fz
0373200086721000145_,957167,1,44fz
32110662447_1,252644,0,223fz
